level_name	chain	level	condition	create_time	create_cost	upkeep_cost	demolition_cost	zoc	lower_happiness	upper_happiness	repression	gdp	town_wealth_growth	pop_change	maxpop_change	commodity	gov_type_key	commodity_vol	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	destruction_terminator	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	working_model	unique_index	can_convert	building_instance_key	audio_building_type	should_show_building_level_in_ui_for_technology
#building_levels_tables;6;db/building_levels_tables/Special_Capitals_building_levels																																		
dei_main_city_ROME_1	dei_superchain_city_ROME_chain	0		20	22500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	true	false				campaign_sho_city_castle_construction_lvl1	245000	true	rom_Settlement_Major	city	false
dei_main_city_ROME_2	dei_superchain_city_ROME_chain	1		30	39000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl2	245001	true	rom_Settlement_Major	city	false
dei_main_city_ROME_3_fort	dei_superchain_city_ROME_chain	2		50	68000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl3	245002	true	rom_Settlement_Major	city	false
dei_main_city_ROME_3_trade	dei_superchain_city_ROME_chain	2		50	68000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl3	245003	true	rom_Settlement_Major	city	false
dei_main_city_ROME_3	dei_superchain_city_ROME_chain	2		50	64500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false				campaign_sho_city_castle_construction_lvl3	245004	true	rom_Settlement_Major	city	false
dei_main_city_ROME_4_fort	dei_superchain_city_ROME_chain	3		80	144000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_marble	campaign_sho_city_castle_construction_lvl4	245005	true	rom_Settlement_Major	city	false
dei_main_city_ROME_4_trade	dei_superchain_city_ROME_chain	3		80	144000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_marble	campaign_sho_city_castle_construction_lvl4	245006	true	rom_Settlement_Major	city	false
dei_main_city_ROME_4	dei_superchain_city_ROME_chain	3		80	126000	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	false	false			res_rom_marble	campaign_sho_city_castle_construction_lvl4	245007	true	rom_Settlement_Major	city	false
dei_main_city_CARTHAGE_1	dei_superchain_city_CARTHAGE_chain	0		20	22500	0	0	0	0	0	0	0	0	0.0000	0.0000			0	false	0	0	0	0	true	false				campaign_sho_city_castle_construction_lvl1	245008	true	rom_Settlement_Major	city	false
